Authors,Title,Journal,Year,PMID,Computational Prediction,High-throughput data integration,Prediction Application,Consistent with experiments,Organism,Location,Great papers,Short Description,UT,Total Citations
"Metris, Aline; Reuter, Mark; Gaskin, Duncan J. H.; Baranyi, Jozsef; van Vliet, Arnoud H. M.",In Vivo And In Silico Determination Of Essential Genes Of Campylobacter Jejuni,Bmc Genomics,2011,22044676,Essentiality (Global),,Inf Dis,"Legacy data, Prospective experimental validation",Campylobacter jejuni,"Institute of Food Research, Norwich Research Park, Norwich, UK",,Built recon; complete gene essentiality analysis and compare to generate transposon hybridization techniques; determine importance of shikimate pathway,292204700003,1
"Ozbayraktar, Fatma Betul Kavun; Ulgen, Kutlu O.",Stoichiometric Network Reconstruction And Analysis Of Yeast Sphingolipid Metabolism Incorporating Different States Of Hydroxylation,Biosystems,2011,,"Flux Phenotype, Essentiality (Global)",,"Biomed, Basic Science",,Saccharomyces cerevisiae,"Bogazici University, Bebek-Istanbul, Turkey",,Reconstructed sphingolipid metabolism in yeast; determine triple KO analysis; determine metabolic capabilities; propose novel drug target candidates for cancer,297666400001,1
"van Berlo, Rogier J. P.; de Ridder, Dick; Daran, Jean-Marc; Daran-Lapujade, Pascale A. S.; Teusink, Bas; Reinders, Marcel J. T.",Predicting Metabolic Fluxes Using Gene Expression Differences As Constraints,Ieee-Acm Transactions On Computational Biology And Bioinformatics,2011,21071808,Flux Phenotype,Transcriptomics,Basic Science,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"Delft University of Technology, Delft, Netherlands",,"Integrate transcription w/FBA (tFBA), better flux results than FBA; matches expression well too",289020700009,1
"Liang, Chunguang; Liebeke, Manuel; Schwarz, Roland; Zuehlke, Daniela; Fuchs, Stephan; Menschner, Leonhard; Engelmann, Susanne; Wolz, Christiane; Jaglitz, Sarah; Bernhardt, Joerg; Hecker, Michael; Lalk, Michael; Dandekar, Thomas",Staphylococcus Aureus Physiological Growth Limitations: Insights From Flux Calculations Built On Proteomics And External Metabolite Data,Proteomics,2011,21472852,Flux Phenotype,Metabolomics,Inf Dis,"Legacy data, Prospective experimental validation",Staphylococcus aureus,"University of Wurzburg, Wurzburg, Germany",,Build strain specific recons; fluxes calculated w/measured uptakes identifying strain specific differences; correlated with measured proteomics,283926400018,1
"Ahn, Jungoh; Chung, Bevan K. S.; Lee, Dong-Yup; Park, Myongsoo; Karimi, Iftekhar A.; Jung, Joon-Ki; Lee, Hongweon",Nadph-Dependent Pgi-Gene Knockout Escherichia Coli Metabolism Producing Shikimate On Different Carbon Sources,Fems Microbiology Letters,2011,22092758,"Flux Phenotype, KO (Targeted), Metabolite Phenotype",,Met Eng,,Escherichia coli,"KRIBB, Daejeon, Korea",,Integrate uptakes/secretions with model to characterize intracellular flux in PGI mutant; predict genetic and environmental effects on NADPH metabolism (flux-sum),290486200006,1
"Clark, Sangaalofa T.; Verwoerd, Wynand S.",A Systems Approach To Identifying Correlated Gene Targets For The Loss Of Colour Pigmentation In Plants,Bmc Bioinformatics,2011,21849042,"Essentiality (Global), Pathway Analaysis",,Basic Science,Legacy data,Arabidopsis thaliana,"Lincoln University, Canterbury, New Zealand",,Minimal cut sets for genetic manipulation to elminate color pigmentation in plants; finds match experimental observations,295525100002,1
"Jamshidi, Neema; Miller, Franklin J.; Mandel, Jess; Evans, Timothy; Kuo, Michael D.",Individualized Therapy Of Hht Driven By Network Analysis Of Metabolomic Profiles,Bmc Systems Biology,2011,22185482,Flux Phenotype,Metabolomics,Biomed,"Legacy data, Prospective experimental validation",Human,"University of California San Diego, La Jolla, California",x,Contextualize mixed clinical presentation HHT patient plasma metabolomics with Recon 1 with FVA; used as aid to determine increase NOS which was then treated with Avastin; metabolic profile shifter becoming similar to control subjects,295224600001,1
"Orman, Mehmet A.; Ierapetritou, Marianthi G.; Androulakis, Ioannis P.; Berthiaume, Francois",Metabolic Response Of Perfused Livers To Various Oxygenation Conditions,Biotechnology And Bioengineering,2011,21755498,"Flux Phenotype, Pathway Analaysis",,Biomed,"Legacy data, Prospective experimental validation",Human [liver],"Rutgers University, Piscataway, New Jerysey",,Calculate fluxes based on uptakes from perfused livers for normoxic and hyperoxic conditions using FBA and EFMs,301741200001,1
"Bordel, Sergio",A Metabolic Network Of A Phosphate-Accumulating Organism Provides New Insights Into Enhanced Biological Phosphorous Removal,Water Science And Technology,2011,,Flux Phenotype,,Met Eng,,Candidatus Accumulibacter phosphatis,"Chalmers University, Gothenburg, Sweden",,Built recon; determine metabolic capabilities,296703300018,1
"Huang, Di; Jia, Xiaoqiang; Wen, Jianping; Wang, Guoying; Yu, Guanghai; Caiyin, Qinggele; Chen, Yunlin",Metabolic Flux Analysis And Principal Nodes Identification For Daptomycin Production Improvement By Streptomyces Roseosporus,Applied Biochemistry And Biotechnology,2011,21960274,"Flux Phenotype, Metabolite Phenotype, Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Streptomyces roseosporus,"Tianjin University, Tianjin, China",,Interpret different fermentation/growth data with metabolic model; identify potential bottleneck metabolites,,0
"Park, Jong Myoung; Kim, Tae Yong; Lee, Sang Yup","Genome-Scale Reconstruction And In Silico Analysis Of The Ralstonia Eutropha H16 For Polyhydroxyalkanoate Synthesis, Lithoautotrophic Growth, And 2-Methyl Citric Acid Production",Bmc Systems Biology,2011,21711532,"Flux Phenotype, KO (Targeted), ExpDes",,Met Eng,,Ralstonia eutropha,"KAIST, Daejeon, Korea",,Built recon; determine flux capabilities under varying feeds; design strategies for PHB production; gene essentiality for production of 2 methylcitrate,297222900024,0
"Rajvanshi, Meghna; Venkatesh, K. V.",Phenotypic Characterization Of Corynebacterium Glutamicum Under Osmotic Stress Conditions Using Elementary Mode Analysis,Journal Of Industrial Microbiology & Biotechnology,2011,21132515,"Flux Phenotype, Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Corynebacterium glutamicum,"Indian Institute of Technology, Mumbai, India",,Quantify metabolic response to osmotic stress using EFMs; find yield yield for growth and lysine production,293758000001,0
"Schaeuble, Sascha; Heiland, Ines; Voytsekh, Olga; Mittag, Maria; Schuster, Stefan",Predicting The Physiological Role Of Circadian Metabolic Regulation In The Green Alga Chlamydomonas Reinhardtii,Plos One,2011,,"Flux Phenotype, Pathway Analaysis",,Basic Science,,Chlamydomonas reinhardtii,"Friedrich Schiller University Jena, Jena, Germany",,Use EFMs to predict flux yields,,0
"Schuster, Stefan; de Figueiredo, Luis F.; Schroeter, Anja; Kaleta, Christoph",Combining Metabolic Pathway Analysis With Evolutionary Game Theory. Explaining The Occurrence Of Low-Yield Pathways By An Analytic Optimization Approach,Biosystems,2011,21620931,"Systemscale Property, Pathway Analaysis",,Basic Science,,Saccharomyces cerevisiae,"Friedrich Schiller University Jena, Jena, Germany",,"Use EFMs and idea of rate vs yield to explain certain biological phenomena, such as Warburg effect",294251800006,0
"Zhao, Yuqi; Huang, Jingfei",Reconstruction And Analysis Of Human Heart-Specific Metabolic Network Based On Transcriptome And Proteome Data,Biochemical And Biophysical Research Communications,2011,22057009,"Flux Phenotype, Essentiality (Global)","Transcriptomics, Proteomics",Biomed,,Human [heart],"Chinese Academy of Sciences, Yunnan, China",,"Built heart tissue specific model; predict biomarkers, potential epistasis and selective drug targets",293868800006,0
"Nowruzi, Keyvan; Elkamel, Ali; Scharer, Jeno M.; Cossar, Douglas; Moo-Young, Murray",Metabolic Flux-Based Optimisation Of Recombinant Human Interleukin-3 Expression By Streptomyces Lividans 66,Canadian Journal Of Chemical Engineering,2011,,Flux Phenotype,,Met Eng,"Legacy data, Prospective experimental validation",Streptomyces lividans,"University of Waterloo, Waterloo, Canada",,Built recon; calculate fluxes for batch fermentations with uptakes; two objectives but very similar results,297958600005,0
"Golomysova, A. N.; Ivanov, P. S.",Investigation Of The Anaerobic Metabolism Of Rhodobacter Capsulatus By Means Of A Flux Model,Biofizika,2011,,"Flux Phenotype, KO (Targeted)",,Met Eng,Legacy data,Rhodobacter capsulatus,"Moscow State University, Moscow, Russia",,Built recon; determine metabolic capabilities and genes that will increase yield for production,292735200024,0
"Larsson, C.; Snoep, J. L.; Norbeck, J.; Albers, E.",Flux Balance Analysis For Ethylene Formation In Genetically Engineered Saccharomyces Cerevisiae,Iet Systems Biology,2011,,"Flux Phenotype, Synthetic Biology, ExpDes",,Met Eng,Legacy data,Saccharomyces cerevisiae,"Chalmers University, Gothenburg, Sweden",,Added production pathways of ethylene into yeast and determined yields and media optimizations,,0
"Mendum, Tom A.; Newcombe, Jane; Mannan, Ahmad A.; Kierzek, Andrzej M.; McFadden, Johnjoe",Interrogation Of Global Mutagenesis Data With A Genome Scale Model Of Neisseria Meningitidis To Assess Gene Fitness In Vitro And In Sera,Genome Biology,2011,,Essentiality (Global),,Inf Dis,"Legacy data, Prospective experimental validation",Neisseria meningitidis,"University of Surrey, Surrey, UK",,"Gene essentiality analysis, but in vitro and in silico",,0
"Fang, Xin; Wallqvist, Anders; Reifman, Jaques",Modeling Phenotypic Metabolic Adaptations Of Mycobacterium Tuberculosis H37Rv Under Hypoxia,Plos Computational Biology,2012,,Flux Phenotype,Transcriptomics,Inf Dis,Legacy data,Mycobacterium tuberculosis,"US Army medical Research and Materiel Command, Ft Detrick, Maryland",,Integrate experssion data to predict fluxes in Mtb under hypoxia and dosR KO,,16
"Karr, Jonathan R.; Sanghvi, Jayodita C.; Macklin, Derek N.; Gutschow, Miriam V.; Jacobs, Jared M.; Bolival, Benjamin; Assad-Garcia, Nacyra, Jr.; Glass, John I.; Covert, Markus W.",A Whole-Cell Computational Model Predicts Phenotype From Genotype,Cell,2012,22817898,Essentiality (Global),,Basic Science,"Legacy data, Prospective experimental validation",Mycoplasma genitalium,"Stanford University, Stanford, California",x,"FBA a module in a larger ""whole cell"" model; complete Kos and estimate refine kcats",309510900025,9
"Zomorrodi, Ali R.; Maranas, Costas D.",Optcom: A Multi-Level Optimization Framework For The Metabolic Modeling And Analysis Of Microbial Communities,Plos Computational Biology,2012,,Flux Phenotype,,Env,Legacy data,Multicellular,"Pennsylvania State University, University Park, Pennsylvania",,Multi-microbe modeling platform; flux predictions match experimental data,306595700017,8
"Schuetz, Robert; Zamboni, Nicola; Zampieri, Mattia; Heinemann, Matthias; Sauer, Uwe",Multidimensional Optimality Of Microbial Metabolism,Science,2012,22556256,"Flux Phenotype, Objective Function, Systemscale Property",Fluxomics,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"ETH Zurich, Zurich, Switzerland",x,"Pareto optimal surface identified, confirmed with C13 flux data",300729900009,6
"Mintz-Oron, Shira; Meir, Sagit; Malitsky, Sergey; Ruppin, Eytan; Aharoni, Asaph; Shlomi, Tomer",Reconstruction Of Arabidopsis Metabolic Network Models Accounting For Subcellular Compartmentalization And Tissue-Specificity,Proceedings Of The National Academy Of Sciences Of The United States Of America,2012,22184215,"Flux Phenotype, KO (Targeted)",Proteomics,Basic Science,Legacy data,Arabidopsis thaliana,"Technion, Haifa, Israel",,Built recon; determine already measured fluxes in engineering seed strains; deisgn genetic manipulations to increase vitamin E content,303498800049,4
"Nogales, Juan; Gudmundsson, Steinn; Knight, Eric M.; Palsson, Bernhard O.; Thiele, Ines",Detailing The Optimality Of Photosynthesis In Cyanobacteria Through Systems Biology Analysis,Proceedings Of The National Academy Of Sciences Of The United States Of America,2012,22308420,"Flux Phenotype, Essentiality (Global)",,"Met Eng, Basic Science",Legacy data,Synechocystis sp PCC 6803,"University of Iceland, Reykjavik, Iceland",,Built recon for photosynthesis; determined metabolic capabilities; low yield pathways were important for optimal growth; gene essentiality,298876500066,3
"Unrean, Pornkamol; Nguyen, Nhung H. A.",Metabolic Pathway Analysis Of Scheffersomyces (Pichia) Stipitis: Effect Of Oxygen Availability On Ethanol Synthesis And Flux Distributions,Applied Microbiology And Biotechnology,2012,22526806,"Flux Phenotype, Essentiality (Global), Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Pichia stipitis,"King Mongkut's University of Technology Thonburi, Bangkok, Thailand",,EFMs; increasing oxygen lowered ethanol production; determine genes that chagne with O2 availability; identify targets for improved ethanol production,,3
"Schellenberger, Jan; Zielinski, Daniel C; Choi, Wing; Madireddi, Sunthosh; Portnoy, Vasiliy; Scott, David A; Reed, Jennifer L; Osterman, Andrei L; Palsson, Bernhard",Predicting Outcomes Of Steady-State C Isotope Tracing Experiments Using Monte Carlo Sampling.,Bmc Systems Biology,2012,22289253,ExpDes,Fluxomics,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"University of California San Diego, La Jolla, California",,Prediict C13 labeling patterns for best coverage of reaction fluxes interested in ,304158800025,3
"Feng, Xueyang; Xu, You; Chen, Yixin; Tang, Yinjie J.",Integrating Flux Balance Analysis Into Kinetic Models To Decipher The Dynamic Metabolism Of Shewanella Oneidensis Mr-1,Plos Computational Biology,2012,,"Flux Phenotype, Objective Function",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"Washington University, St Louis, Missouri",,Use dFBA to fit concentration profiles; see that objective function is time dependent on as initial stage is about growth while later is about minimal flux,,2
"Kliphuis, Anna M. J.; Klok, Anne J.; Martens, Dirk E.; Lamers, Packo P.; Janssen, Marcel; Wijffels, Rene H.",Metabolic Modeling Of Chlamydomonas Reinhardtii: Energy Requirements For Photoautotrophic Growth And Maintenance,Journal Of Applied Phycology,2012,,Flux Phenotype,,Met Eng,"Legacy data, Prospective experimental validation",Chlamydomonas reinhardtii,"Wageningen University, Wageningen, Netherlands",,Built recon; integrate chemostat experiments to model intraacellular fluxes,300729900020,2
"Vu, Trang T.; Stolyar, Sergey M.; Pinchuk, Grigoriy E.; Hill, Eric A.; Kucek, Leo A.; Brown, Roslyn N.; Lipton, Mary S.; Osterman, Andrei; Fredrickson, Jim K.; Konopka, Allan E.; Beliaev, Alexander S.; Reed, Jennifer L.",Genome-Scale Modeling Of Light-Driven Reductant Partitioning And Carbon Fluxes In Diazotrophic Unicellular Cyanobacterium Cyanothece Sp Atcc 51142,Plos Computational Biology,2012,,"Flux Phenotype, KO (Targeted)",,"Met Eng, Env","Legacy data, Prospective experimental validation",Cyanothece sp,"University of Wisconsin, Madison, Wisconsin",,Built recon; investigate light-driven metabolism; reaction usage was qualitatively consisten with proteinexpression data; KOs to determine change in flux span,300888200012,2
"Selvarasu, Suresh; Ho, Ying Swan; Chong, William P. K.; Wong, Niki S. C.; Yusufi, Faraaz N. K.; Lee, Yih Yean; Yap, Miranda G. S.; Lee, Dong-Yup",Combined In Silico Modeling And Metabolomics Analysis To Characterize Fed-Batch Cho Cell Culture,Biotechnology And Bioengineering,2012,22252269,Flux Phenotype,Metabolomics,Met Eng,"Legacy data, Prospective experimental validation",Chinese Hamster Ovary,"National University of Singapore, Singapore",,Determine exometabolomics of CHO; built recon and determine growth rate,303440400014,2
"Orth, Jeffrey D; Palsson, Bernhardo",Gap-Filling Analysis Of The Ijo1366 Escherichia Coli Metabolic Network Reconstruction For Discovery Of Metabolic Functions.,Bmc Systems Biology,2012,22548736,Biological Discovery,,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"University of California San Diego, La Jolla, California",,Improvements to Ecoli network through gap filling using SMILEY algorithm,302937100014,2
"Lerman, Joshua A; Hyduke, Daniel R; Latif, Haythem; Portnoy, Vasiliy A; Lewis, Nathan E; Orth, Jeffrey D; Schrimpe-Rutledge, Alexandra C; Smith, Richard D; Adkins, Joshua N; Zengler, Karsten; Palsson, Bernhard O",In Silico Method For Modelling Metabolism And Gene Product Expression At Genome Scale.,Nature Communications,2012,22760628,"Flux Phenotype, Other Phenotype, Objective Function, TRN/PPI/ Genetic Int, Biological Discovery",,Basic Science,Legacy data,Thermotoga maritima,"University of California San Diego, La Jolla, California",x,"Thermotoga ME model; add tr/tr machinery to metabolism; can predict cellular composition, gene experssion; discover new regulons and improve genome/TU annotation",,2
"Heavner, Benjamin D.; Smallbone, Kieran; Barker, Brandon; Mendes, Pedro; Walker, Larry P.",Yeast 5-An Expanded Reconstruction Of The Saccharomyces Cerevisiae Metabolic Network,Bmc Systems Biology,2012,22663945,"Essentiality (Global), TRN/PPI/ Genetic Int",,Basic Science,Legacy data,Saccharomyces cerevisiae,"Cornell University, Ithaca, New York",,Yeast5; updated accuracy of gene essentiality and epistatic interactions,,2
"Loira, Nicolas; Dulermo, Thierry; Nicaud, Jean-Marc; Sherman, David James",A Genome-Scale Metabolic Model Of The Lipid-Accumulating Yeast Yarrowia Lipolytica,Bmc Systems Biology,2012,22558935,"Flux Phenotype, KO (Targeted)",,Basic Science,Legacy data,Yarrowia lipolytica,"University of Bordeaux, Talence, France",,Built recon; look at fluxes under lab conditions to validate model,307248200001,2
"Nam, Hojung; Lewis, Nathan E.; Lerman, Joshua A.; Lee, Dae-Hee; Chang, Roger L.; Kim, Donghyuk; Palsson, Bernhard O.",Network Context And Selection In The Evolution To Enzyme Specificity,Science,2012,22936779,Systemscale Property,,Basic Science,Legacy data,Escherichia coli,"University of California San Diego, La Jolla, California",x,"Show the system evolutionary pressure for enzyme specificity; 1) essential, 2) higher flux, 3) more regulation",309120500001,1
"Balagurunathan, Balaji; Jonnalagadda, Sudhakar; Tan, Lily; Srinivasan, Rajagopalan",Reconstruction And Analysis Of A Genome-Scale Metabolic Model For Scheffersomyces Stipitis,Microbial Cell Factories,2012,22356827,"Flux Phenotype, Essentiality (Global), Biological Discovery",,"Met Eng, Basic Science","Legacy data, Prospective experimental validation",Scheffersomyces stipitis,"A*STAR, Biopolis, Singapore",,Builti recon; determine metabolic capabilities on multiple substrates; identify bottlenecks in xylose uptake and nucleotide cofactor recycling; gene essentiality; update model based on discrepancies; ,,1
"Barlett, M.; Zhuang, K.; Mahadevan, R.; Lovley, D.",Integrative Analysis Of Geobacter Spp. And Sulfate-Reducing Bacteria During Uranium Bioremediation,Biogeosciences,2012,,ExpDes,,Env,"Legacy data, Prospective experimental validation",Geobacter aeroginosa,"University of Massachusetts, Amherst, Massachusetts",x,Used dFBA simulatiosn to predict rescue for Geobacter in uranium bioremediation conditions,302224200001,1
"Basler, Georg; Grimbs, Sergio; Nikoloski, Zoran",Optimizing Metabolic Pathways By Screening For Feasible Synthetic Reactions,Biosystems,2012,22575307,"Flux Phenotype, Synthetic Biology",,Met Eng,,"Multiple (Escherichia coli, Bacillus subtilis, Hordeum vulgare)","Max Planck Institute for Molecular Plant Physiology, Potsdam, Germany",,"Predict minor, potentially feasible modifications in Ecoli/Bsubtilis/Hvulgare to increase biomass yield",302179500012,1
"Belda, Eugeni; Silva, Francisco J.; Pereto, Juli; Moya, Andres",Metabolic Networks Of Sodalis Glossinidius: A Systems Biology Approach To Reductive Evolution,Plos One,2012,,"Flux Phenotype, Essentiality (Global)",,Inf Dis,,Sodalis glossinidius,"University of Valencia, Valencia, Spain",,Built recon; determine metabolic capabilities and gene essentiality,306721800014,1
"Boghigian, Brett A.; Armando, John; Salas, Daniel; Pfeifer, Blaine A.",Computational Identification Of Gene Over-Expression Targets For Metabolic Engineering Of Taxadiene Production,Applied Microbiology And Biotechnology,2012,22124721,"Flux Phenotype, Synthetic Biology, ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"Tufts University, Medford, Massachusetts",x,Add taxadiene pathways to model and predict targets for over-expression for higher yield; experimentally verified,301639600043,1
"Chavali, Arvind K.; Blazier, Anna S.; Tlaxca, Jose L.; Jensen, Paul A.; Pearson, Richard D.; Papin, Jason A.",Metabolic Network Analysis Predicts Efficacy Of Fda-Approved Drugs Targeting The Causative Agent Of A Neglected Tropical Disease,Bmc Systems Biology,2012,22540944,Essentiality (Global),,"Inf Dis, Biomed",Legacy data,Leishmania major,"University of Virginia, Charlottesville, Virginia",,Use network in big pipeline to predict drug targets and superadditive drug combinations for L. major,300657900025,1
"Flynn, C. M.; Hunt, K. A.; Gralnick, J. A.; Srienc, F.",Construction And Elementary Mode Analysis Of A Metabolic Model For Shewanella Oneidensis Mr-1,Biosystems,2012,22024451,"Essentiality (Global), Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Shewanella oneidensis MR-1,"University of Minnesota, St. Paul, Minnesota",,Build recon and use EFMs to determine gene essentiality on different carbon sources,305943800001,1
"Machado, Daniel; Costa, Rafael S.; Ferreira, Eugenio C.; Rocha, Isabel; Tidor, Bruce",Exploring The Gap Between Dynamic And Constraint-Based Models Of Metabolism,Metabolic Engineering,2012,22306209,Flux Phenotype,,,,Escherichia coli,"MIT, Cambridge, Massachusetts",,,302188900008,1
"Maria Gonzalez-Domenech, Carmen; Belda, Eugeni; Patino-Navarrete, Rafael; Moya, Andres; Pereto, Juli; Latorre, Amparo","Metabolic Stasis In An Ancient Symbiosis: Genome-Scale Metabolic Networks From Two Blattabacterium Cuenoti Strains, Primary Endosymbionts Of Cockroaches",Bmc Microbiology,2012,,Flux Phenotype,,Basic Science,,Blattabacterium cuenoti,"University of Valencia, Valencia, Spain",,Built recon; determine metabolic capabiltiies,301777400005,1
"Orman, Mehmet A.; Androulakis, Ioannis P.; Berthiaume, Francois; Ierapetritou, Marianthi G.",Metabolic Network Analysis Of Perfused Livers Under Fed And Fasted States: Incorporating Thermodynamic And Futile-Cycle-Associated Regulatory Constraints,Journal Of Theoretical Biology,2012,22037644,"Flux Phenotype, Pathway Analaysis",,Biomed,,Rat,"Rutgers University, Piscataway, New Jerysey",,Determine EFMs and look at differences in fasted and fed livers,304083500005,1
"van Hoek, Milan J. A.; Merks, Roeland M. H.",Redox Balance Is Key To Explaining Full Vs. Partial Switching To Low-Yield Metabolism,Bmc Systems Biology,2012,22443685,"Flux Phenotype, Systemscale Property",,Basic Science,Legacy data,"Multiple (Escherichia coli, Saccharomyces cerevisiae, Lactococcus lactis)","Centrum Wiskunde Informatica, Amsterdam, Netherlands",,"FBA w/molecular crowding on L lactis, yeast, E.coli; no switch for E.coli at increase glucose concentrations; competition seems to be for NADH",299243800012,1
"Zhao, Hansheng; Li, Mao; Fang, Kechi; Chen, Wenfeng; Wang, Jing",In Silico Insights Into The Symbiotic Nitrogen Fixation In Sinorhizobium Meliloti Via Metabolic Reconstruction,Plos One,2012,,Essentiality (Global),,Env,,Sinorhizobium meliloti,"China Agricultural University, Beijing, China",,Built recon; determined gene essentiality and determined flux distribution,305757400001,1
"Vongsangnak, Wanwipa; Figueiredo, Luis Filipe; Forster, Jochen; Weber, Tilmann; Thykaer, Jette; Stegmann, Evi; Wohlleben, Wolfgang; Nielsen, Jens",Genome-Scale Metabolic Representation Of Amycolatopsis Balhimycina,Biotechnology And Bioengineering,2012,22252737,"Flux Phenotype, KO (Targeted)",,"Met Eng, Inf Dis",Legacy data,Amycolatopsis balhimycina,"Technical University of Denmark, Lyngby, Denmark",,Annotated genome sequence; built recon; determiend metabolic capabilities; identified strategies for improved balhimycin production,301977500033,1
"Bordbar, Aarash; Mo, Monica L.; Nakayasu, Ernesto S.; Schrimpe-Rutledge, Alexandra C.; Kim, Young-Mo; Metz, Thomas O.; Jones, Marcus B.; Frank, Bryan C.; Smith, Richard D.; Peterson, Scott N.; Hyduke, Daniel R.; Adkins, Joshua N.; Palsson, Bernhard O.",Model-Driven Multi-Omic Data Analysis Elucidates Metabolic Immunomodulators Of Macrophage Activation,Molecular Systems Biology,2012,22735334,"Flux Phenotype, Systemscale Property, Metabolite Phenotype","Transcriptomics, Proteomics","Biomed, Basic Science","Legacy data, Prospective experimental validation",Mouse [RAW 264.7],"University of California San Diego, La Jolla, California",x,Built recon; determine metabolic modulators of activation; experimentally verified; determine metabolic underlying mechanisms and experimentally validate,304089000020,1
"Caspeta, Luis; Shoaie, Saeed; Agren, Rasmus; Nookaew, Intawat; Nielsen, Jens",Genome-Scale Metabolic Reconstructions Of Pichia Stipitis And Pichia Pastoris And In Silico Evaluation Of Their Potentials,Bmc Systems Biology,2012,22472172,"Flux Phenotype, Essentiality (Global)",,Met Eng,Legacy data,"Multiple (Pichia stipitis, Pichia pastoris)","Chalmers University, Gothenburg, Sweden",,Built 2 recons; determine metabolic capabilities and flux states; gene essentiality; characterize yields of products,,1
"De Martino, Daniele; Figliuzzi, Matteo; De Martino, Andrea; Marinari, Enzo",A Scalable Algorithm To Explore The Gibbs Energy Landscape Of Genome-Scale Metabolic Networks,Plos Computational Biology,2012,,"Thermodynamics, Metabolite Phenotype",,Basic Science,,"Multiple (Human [rbc], Escherichia coli)","Sapienza University of Rome, Rome, Italy",,Use metabolic networks to predict Gibbs energy landscape and concentrations in rbc and iAF1260,304673700001,1
"Hanly, Timothy J.; Urello, Morgan; Henson, Michael A.",Dynamic Flux Balance Modeling Of S. Cerevisiae And E. Coli Co-Cultures For Efficient Consumption Of Glucose/Xylose Mixtures,Applied Microbiology And Biotechnology,2012,22005741,"Flux Phenotype, Objective Function",,"Met Eng, Basic Science","Legacy data, Prospective experimental validation","Multiple (Escherichia coli, Saccharomyces cerevisiae)","University of Massachusetts, Amherst, Massachusetts",,dFBA of co-culture Ecoli and yeast; only required parameter for proper predictions was ethanol prodcution by yeast,305965300032,1
"Lobel, Lior; Sigal, Nadejda; Borovok, Ilya; Ruppin, Eytan; Herskovits, Anat",Integrative Genomic Analysis Identifies Isoleucine And,Plos Genetics,2012,22969433,"Flux Phenotype, KO (Targeted), Biological Discovery",Transcriptomics,Inf Dis,"Legacy data, Prospective experimental validation",Listeria monocytogenes,"Tel Aviv University, Tel Aviv, Israel",x,Integrate transcriptomics with recon to define metabolic requirements during infection; identify 12 pathways differentially active; confirm importance of metabolic pathway by KO; learn additional functions of CodY,301181600029,1
"Sigurdsson, Gunnar; Fleming, Ronan M. T.; Heinken, Almut; Thiele, Ines",A Systems Biology Approach To Drug Targets In Pseudomonas Aeruginosa Biofilm,Plos One,2012,22523548,Essentiality (Global),,Inf Dis,Legacy data,Pseudomonas aeruginosa,"University of Iceland, Reykjavik, Iceland",,Determine single and double gene deletions for P aeruginosa; suggest for drug targets,,1
"Vardi, Liram; Ruppin, Eytan; Sharan, Roded",A Linearized Constraint-Based Approach For Modeling Signaling Networks,Journal Of Computational Biology,2012,22300322,Flux Phenotype,,Basic Science,Legacy data,Human,"Blavatnik School of Computer Science, Israel",,EGFR signaling network; 75% prediction accuracy,,1
"Zou, Wei; Liu, Liming; Zhang, Jing; Yang, Haoru; Zhou, Maoda; Hua, Qiang; Chen, Jian",Reconstruction And Analysis Of A Genome-Scale Metabolic Model Of The Vitamin C Producing Industrial Strain Ketogulonicigenium Vulgare Wsh-001,Journal Of Biotechnology,2012,22728423,"Flux Phenotype, Essentiality (Global)",,Met Eng,Legacy data,Ketogulonicigenium vulgare WSH-001,"Jiangnan University, Jiangsu, China",,Built recon; determined metabolic capabilities; gene essentiality; identified sulfur metabolism defect as reason for poor growth in monoculture,300041600011,1
"Bujara, Matthias; Panke, Sven",In Silico Assessment Of Cell-Free Systems,Biotechnology And Bioengineering,2012,22528509,"Flux Phenotype, ExpDes, Pathway Analaysis",Transcriptomics,Met Eng,,Cell Free System,"ETH Zurich, Basel, Switzerland",,Build cell free system by decompartmentalizaiton and integrating transcriptomics; determine novel production pathway for DHAP,306662800006,1
"Liu, Ting; Zou, Wei; Liu, Liming; Chen, Jian",A Constraint-Based Model Of Scheffersomyces Stipitis For Improved Ethanol Production,Biotechnology For Biofuels,2012,22998943,"Flux Phenotype, Essentiality (Global), KO (Targeted), ExpDes",,Met Eng,,Scheffersomyces stipitis,"Jiangnan University, Jiangsu, China",,Built recon; gene essentiality; metabolic capabilities; optimization strategies for overproduction of ethanol,307735500020,1
