Authors,Title,Journal,Year,PMID/filename,UT,Great papers,Short Description,Flux Phenotype,Essentiality (Global),KO (Targeted),Other Phenotype,Thermodynamics,Objective Function,Systemscale Property,Metabolite Phenotype,TRN/PPI/ Genetic Int,Synthetic Biology,Biological Discovery,ExpDes,Pathway Analaysis,Data Input?,Type of Data?,Met Eng,Inf Dis,Env,Biomed,Basic Science,Exp Conf?,New Exp?,Organism,Last Author,Location,Total Citations,Citations in first 2 years,
"Heavner, Benjamin D.; Smallbone, Kieran; Barker, Brandon; Mendes, Pedro; Walker, Larry P.",Yeast 5-an expanded reconstruction of the Saccharomyces cerevisiae metabolic network,BMC SYSTEMS BIOLOGY,2012,22663945,3.07E+11,,Yeast5; updated accuracy of gene essentiality and epistatic interactions,,x,,,,,,,x,,,,,,,,,,,x,x,,Saccharomyces cerevisiae,Walker,"Cornell University, Ithaca, New York",2,,
"Loira, Nicolas; Dulermo, Thierry; Nicaud, Jean-Marc; Sherman, David James",A genome-scale metabolic model of the lipid-accumulating yeast Yarrowia lipolytica,BMC SYSTEMS BIOLOGY,2012,22558935,3.09E+11,,Built recon; look at fluxes under lab conditions to validate model,x,,x,,,,,,,,,,,,,,,,,x,x,,Yarrowia lipolytica,Sherman,"University of Bordeaux, Talence, France",2,,
"Bordbar, Aarash; Jamshidi, Neema; Palsson, Bernhard O.",iAB-RBC-283: A proteomically derived knowledge-base of erythrocyte metabolism that can be used to simulate its physiological and patho-physiological states,BMC SYSTEMS BIOLOGY,2011,21749716,,,Built recon of RBC; much greater metabolism than expected; determine potential biomarkers for SNPs and drug targets,x,,x,,,,,,,,x,,,x,Proteomics,,,,x,,,,human (rbc),Palsson,"University of California San Diego, La Jolla, California",2,,
"Chan, Siu Hung Joshua; Ji, Ping",Decomposing flux distributions into elementary flux modes in genome-scale metabolic networks,BIOINFORMATICS,2011,21685054,2.94E+11,,Decompose flux states into EFMs ; look at pathways of complex media in Ecoli,,,,,,,,,,,,,x,,,x,,,,,,,Escherichia coli,Ji,"The Hong Kong Polytechnic University, Hong Kong, China",2,,
"Cogne, Guillaume; Ruegen, Marco; Bockmayr, Alexander; Titica, Mariana; Dussap, Claude-Gilles; Cornet, Jean-Francois; Legrand, Jack",A Model-Based Method for Investigating Bioenergetic Processes in Autotrophically Growing Eukaryotic Microalgae: Application to the Green Algae Chlamydomonas reinhardtii,BIOTECHNOLOGY PROGRESS,2011,21567987,2.92E+11,,Built recon; determined flux states,x,,,,,,,,,,,,,x,Uptake,x,,x,,,x,x,Chlamydomonas reinhardtii,Legrand,"University of Nantes, Nantes, France",2,,
"Dal'Molin, Cristiana Gomes de Oliveira; Quek, Lake-Ee; Palfreyman, Robin W.; Nielsen, Lars K.",AlgaGEM - a genome-scale metabolic reconstruction of algae based on the Chlamydomonas reinhardtii genome,BMC GENOMICS,2011,22369158,3.04E+11,,Built recon; determine metabolic capabilities; predict increased H2 production when cyclic electron flow is disrupted,x,,x,,,,,,,,,,,,,x,,x,,,x,,Chlamydomonas reinhardtii,Nielsen,"University of Queensland, Brisbane, Queensland, Australia",2,,
"Ghosh, Amit; Zhao, Huimin; Price, Nathan D.",Genome-Scale Consequences of Cofactor Balancing in Engineered Pentose Utilization Pathways in Saccharomyces cerevisiae,PLOS ONE,2011,,2.97E+11,,Determine dFBA fluxes in fermentation of yeast w/ and w/o cofactor balancing; changing co factor balancing can significantly change phenotypes,x,,,,,,x,,,,,,,x,Uptakes,x,,,,,x,,Saccharomyces cerevisiae,Price,"University of Illinois at Urbana-Champaign, Urbana, Illinois",2,,
"Wu, Di; Wang, Qin; Assary, Rajeev S.; Broadbelt, Linda J.; Krilov, Goran",A Computational Approach To Design and Evaluate Enzymatic Reaction Pathways: Application to 1-Butanol Production from Pyruvate,JOURNAL OF CHEMICAL INFORMATION AND MODELING,2011,21671635,2.93E+11,,"BNICE approach, use FBA in exhaustive workflow to make sure flux is attainable; shown for 1-butanol production",x,,,,,,,,,x,,x,,,,x,,,,,,,Clostridium acetobutylicum,Krilov,"Northwestern University, Evanston, Illinois",2,,
"Yoshikawa, Katsunori; Kojima, Yuta; Nakajima, Tsubasa; Furusawa, Chikara; Hirasawa, Takashi; Shimizu, Hiroshi",Reconstruction and verification of a genome-scale metabolic model for Synechocystis sp PCC6803,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,2011,21881889,2.95E+11,,Built recon; determine flux profiles and compare to C13 data; predict environmental impact on ethanol production,x,,,,,,,,,,,,,,,x,,x,,,x,,Synechocystis sp. PCC6803,Shimizu,"Osaka University, Osaka, Japan",2,,
"Ahn, Sun-Young; Jamshidi, Neema; Mo, Monica L.; Wu, Wei; Eraly, Satish A.; Dnyanmote, Ankur; Bush, Kevin T.; Gallegos, Tom F.; Sweet, Douglas H.; Palsson, Bernhard O.; Nigam, Sanjay K.","Linkage of Organic Anion Transporter-1 to Metabolic Pathways through Integrated ""Omics""-driven Network and Functional Analysis",JOURNAL OF BIOLOGICAL CHEMISTRY,2011,21757732,,x,Integrate metabolomics and transcriptomics with Recon 1 to study OAT1; see different pathway usage which was experimentally verified; many more roles for OAT1,x,,,,,,,,,,x,,,x,Trans/Metabolomics,,,,x,,x,x,human,Nigam,"University of California San Diego, La Jolla, California",2,,
"Motamedian, Ehsan; Naeimpoor, Fereshteh",Prediction of Proton Exchange and Bacterial Growth on Various Substrates Using Constraint-based Modeling Approach,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,2011,,2.97E+11,,Used proton exchange flux in B subtilis to determine pH changes on different media; also used robustness analysis to see pH effects on growth,x,,,,,,,,,,,x,,,,x,,,,,x,x,Bacillus subtilis,Naeimpoor,"Iran University of Science and Technology, Tehran, Iran",2,,
"Samal, Areejit; Wagner, Andreas; Martin, Olivier C.",Environmental versatility promotes modularity in genome-scale metabolic networks,BMC SYSTEMS BIOLOGY,2011,21864340,2.95E+11,,"Sample many models, find versatile organisms have higher modularity",x,,,,,,x,,,,,,,,,,,,,x,,,several,Martin,"CNRS, Cedex, France",2,,
"Yang, Hong; Ierapetritou, Marianthi G; Roth, Charles M",Effects of amino acid transport limitations on cultured hepatocytes,BIOPHYSICAL CHEMISTRY,2010,20826045,,,Combine measured uptake rates of hepatocyte AA with model to determine optimal media strategies,,,,,,,,,,,,x,,x,Uptakes,,,,x,x,,,rat,Roth,"Rutgers University, Piscataway, New Jerysey",2,,
"Aho, Tommi; Almusa, Henrikki; Matilainen, Jukka; Larjo, Antti; Ruusuvuori, Pekka; Aho, Kaisa-Leena; Wilhelm, Thomas; Lahdesmaki, Harri; Beyer, Andreas; Harju, Manu; Chowdhury, Sharif; Leinonen, Kalle; Roos, Christophe; Yli-Harja, Olli",Reconstruction and Validation of RefRec: A Global Model for the Yeast Molecular Interaction Network,PLOS ONE,2010,,2.78E+11,,Integrate FBA and metabolic network in a much larger approach for all gene essentiality,,x,,,,,,,,,,,,,,,,,,x,x,,Saccharomyces cerevisiae,Yli-Harja,"Tampere University of Technology, Tampere, Finland",2,,
"Iyer, Vidya V.; Ovacik, Meric A.; Androulakis, Ioannis P.; Roth, Charles M.; Ierapetritou, Marianthi G.",Transcriptional and metabolic flux profiling of triadimefon effects on cultured hepatocytes,TOXICOLOGY AND APPLIED PHARMACOLOGY,2010,20659493,2.83E+11,,Use FVA to characterize changes in cultured rat hepatocytes treated with triadimefon,x,,,,,,,,,,,,,x,Uptakes,,,,x,,,,rat (hepatocyte),Ierapetritou,"Rutgers University, Piscataway, New Jerysey",2,,
"Tortajada, Marta; Llaneras, Francisco; Pico, Jesus",Validation of a constraint-based model of Pichia pastoris metabolism under data scarcity,BMC SYSTEMS BIOLOGY,2010,20716335,2.82E+11,,Built small recon; calculate metabolic capabiltiies; determine EFMs,x,,,,,,,,,,,,x,,,x,,,,,x,,Pichia pastoris,Pico,"Universidad Polit_cnica de Valencia, Valencia, Spain",2,,
"Hala, D.; Amin, A.; Mikler, A.; Huggett, D. B.",A CONSTRAINT-BASED STOICHIOMETRIC MODEL OF THE STEROIDOGENIC NETWORK OF ZEBRAFISH (DANIO RERIO),JOURNAL OF BIOLOGICAL SYSTEMS,2010,Hala_JBioSys,,,"Built zebrafish steroidogenic network; use FBA and random sampling to determine determine correlated reaction sets; FVA, KOs, robustness analysis",x,x,,,,,,,,,,,,,,,,,,x,,,Danio rerio,Huggett,"University of North Texas, Denton, Texas",2,,
"Hoffmann, Sabrina; Holzhuetter, Hermann-Georg",Uncovering Metabolic Objectives Pursued by Changes of Enzyme Levels,CHALLENGES OF SYSTEMS BIOLOGY: COMMUNITY EFFORTS TO HARNESS BIOLOGICAL COMPLEXITY,2009,19348632,2.66E+11,,Use flux minimization to better correlate differential changes in metabolism,x,,,,,,,,,,,,x,,,,,,,x,x,,human (erythrocyte),Holzhutter,"Charite Universitatsmedizin Berlin, Berlin, Gemany",2,,
"Verouden, Maikel P. H.; Notebaart, Richard A.; Westerhuis, Johan A.; van der Werf, Mariet J.; Teusink, Bas; Smilde, Age K.",Multi-way analysis of flux distributions across multiple conditions,JOURNAL OF CHEMOMETRICS,2009,Verouden_2009_Jchemometrics.pdf,2.69E+11,,Use correlations of fluxes across multiple conditions to find variant/invariant depndencies,x,,,,,,x,,,,,,,,,,,,,x,,,Lactococcus lactis,Smilde,"University of Amsterdam, Amsterdam, Netherlands",2,,
"Skolpap, W.; Nuchprayoon, S.; Scharer, J. M.; Moo-Young, M.",Parametric analysis of metabolic fluxes of alpha-amylase and protease-producing Bacillus subtilis,BIOPROCESS AND BIOSYSTEMS ENGINEERING,2007,17514498,2.49E+11,,Built B subtilis recon with alpha-amylas and protease production; checked sensitivity to various intracellular metabolite accumulations; sensitivity resutls can be used for fluxomics,x,,,,,,,,,,,x,,,,,,,,x,,,Bacillus subtilis,Moo-Young,"University of Waterloo, Waterloo, Canada",2,,
"Nam, Hojung; Lewis, Nathan E.; Lerman, Joshua A.; Lee, Dae-Hee; Chang, Roger L.; Kim, Donghyuk; Palsson, Bernhard O.",Network Context and Selection in the Evolution to Enzyme Specificity,SCIENCE,2012,22936779,,x,"Show the system evolutionary pressure for enzyme specificity; 1) essential, 2) higher flux, 3) more regulation",,,,,,,x,,,,,,,,,,,,,x,x,,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",1,,
"Balagurunathan, Balaji; Jonnalagadda, Sudhakar; Tan, Lily; Srinivasan, Rajagopalan",Reconstruction and analysis of a genome-scale metabolic model for Scheffersomyces stipitis,MICROBIAL CELL FACTORIES,2012,22356827,3.02E+11,,Builti recon; determine metabolic capabilities on multiple substrates; identify bottlenecks in xylose uptake and nucleotide cofactor recycling; gene essentiality; update model based on discrepancies; ,x,x,,,,,,,,,x,,,,,x,,,,x,x,x,Scheffersomyces stipitis,Srinivasan,"A*STAR, Biopolis, Singapore",1,,
"Barlett, M.; Zhuang, K.; Mahadevan, R.; Lovley, D.",Integrative analysis of Geobacter spp. and sulfate-reducing bacteria during uranium bioremediation,BIOGEOSCIENCES,2012,,3.02E+11,x,Used dFBA simulatiosn to predict rescue for Geobacter in uranium bioremediation conditions,,,,,,,,,,,,x,,,,,,x,,,x,x,Geobacter aeroginosa,Lovley,"University of Massachusetts, Amherst, Massachusetts",1,,
"Basler, Georg; Grimbs, Sergio; Nikoloski, Zoran",Optimizing metabolic pathways by screening for feasible synthetic reactions,BIOSYSTEMS,2012,22575307,3.07E+11,,"Predict minor, potentially feasible modifications in Ecoli/Bsubtilis/Hvulgare to increase biomass yield",x,,,,,,,,,x,,,,,,x,,,,,,,Escherichia coli; Bacillus subtilis; Hordeum vulgare,Nikoloski,"Max Planck Institute for Molecular Plant Physiology, Potsdam, Germany",1,,
"Belda, Eugeni; Silva, Francisco J.; Pereto, Juli; Moya, Andres",Metabolic Networks of Sodalis glossinidius: A Systems Biology Approach to Reductive Evolution,PLOS ONE,2012,,3.02E+11,,Built recon; determine metabolic capabilities and gene essentiality,x,x,,,,,,,,,,,,,,,x,,,,,,Sodalis glossinidius,Moya,"University of Valencia, Valencia, Spain",1,,
"Boghigian, Brett A.; Armando, John; Salas, Daniel; Pfeifer, Blaine A.",Computational identification of gene over-expression targets for metabolic engineering of taxadiene production,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,2012,22124721,3.01E+11,x,Add taxadiene pathways to model and predict targets for over-expression for higher yield; experimentally verified,x,,,,,,,,,x,,x,,,,x,,,,,x,x,Escherichia coli,Boghigian,"Tufts University, Medford, Massachusetts",1,,
"Chavali, Arvind K.; Blazier, Anna S.; Tlaxca, Jose L.; Jensen, Paul A.; Pearson, Richard D.; Papin, Jason A.",Metabolic network analysis predicts efficacy of FDA-approved drugs targeting the causative agent of a neglected tropical disease,BMC SYSTEMS BIOLOGY,2012,22540944,3.06E+11,,Use network in big pipeline to predict drug targets and superadditive drug combinations for L. major,,x,,,,,,,,,,,,,,,x,,x,,x,,Leishmania major,Papin,"University of Virginia, Charlottesville, Virginia",1,,
"Flynn, C. M.; Hunt, K. A.; Gralnick, J. A.; Srienc, F.",Construction and elementary mode analysis of a metabolic model for Shewanella oneidensis MR-1,BIOSYSTEMS,2012,22024451,3.02E+11,,Build recon and use EFMs to determine gene essentiality on different carbon sources,,x,,,,,,,,,,,x,,,x,,,,,x,x,Shewanella oneidensis MR-1,Srienc,"University of Minnesota, St Paul, Minnesota",1,,
"Machado, Daniel; Costa, Rafael S.; Ferreira, Eugenio C.; Rocha, Isabel; Tidor, Bruce",Exploring the gap between dynamic and constraint-based models of metabolism,METABOLIC ENGINEERING,2012,22306209,3.02E+11,,,x,,,,,,,,,,,,,,,,,,,,,,Escherichia coli,Tidor,"MIT, Cambridge, Massachusetts",1,,
"Maria Gonzalez-Domenech, Carmen; Belda, Eugeni; Patino-Navarrete, Rafael; Moya, Andres; Pereto, Juli; Latorre, Amparo","Metabolic stasis in an ancient symbiosis: genome-scale metabolic networks from two Blattabacterium cuenoti strains, primary endosymbionts of cockroaches",BMC MICROBIOLOGY,2012,,3.04E+11,,Built recon; determine metabolic capabiltiies,x,,,,,,,,,,,,,,,,,,,x,,,Blattabacterium cuenoti,Latorre,"University of Valencia, Valencia, Spain",1,,
"Orman, Mehmet A.; Androulakis, Ioannis P.; Berthiaume, Francois; Ierapetritou, Marianthi G.",Metabolic network analysis of perfused livers under fed and fasted states: Incorporating thermodynamic and futile-cycle-associated regulatory constraints,JOURNAL OF THEORETICAL BIOLOGY,2012,22037644,2.99E+11,,Determine EFMs and look at differences in fasted and fed livers,x,,,,,,,,,,,,x,x,Uptakes,,,,x,,,,rat,Ierapetritou,"Rutgers University, Piscataway, New Jerysey",1,,
"van Hoek, Milan J. A.; Merks, Roeland M. H.",Redox balance is key to explaining full vs. partial switching to low-yield metabolism,BMC SYSTEMS BIOLOGY,2012,22443685,3.06E+11,,"FBA w/molecular crowding on L lactis, yeast, E.coli; no switch for E.coli at increase glucose concentrations; competition seems to be for NADH",x,,,,,,x,,,,,,,,,,,,,x,x,,"Escherichia coli, Saccharomyces cerevisiae, Lactococcus lactis",Merks,"Centrum Wiskunde Informatica, Amsterdam, Netherlands",1,,
"Zhao, Hansheng; Li, Mao; Fang, Kechi; Chen, Wenfeng; Wang, Jing",In Silico Insights into the Symbiotic Nitrogen Fixation in Sinorhizobium meliloti via Metabolic Reconstruction,PLOS ONE,2012,,3.02E+11,,Built recon; determined gene essentiality and determined flux distribution,,x,,,,,,,,,,,,,,,,x,,,,,Sinorhizobium meliloti,Wang,"China Agricultural University, Beijing, China",1,,
"Vongsangnak, Wanwipa; Figueiredo, Luis Filipe; Forster, Jochen; Weber, Tilmann; Thykaer, Jette; Stegmann, Evi; Wohlleben, Wolfgang; Nielsen, Jens",Genome-scale metabolic representation of Amycolatopsis balhimycina,BIOTECHNOLOGY AND BIOENGINEERING,2012,22252737,3.04E+11,,Annotated genome sequence; built recon; determiend metabolic capabilities; identified strategies for improved balhimycin production,x,,x,,,,,,,,,,,,,x,x,,,,x,,Amycolatopsis balhimycina,Nielsen,"Technical University of Denmark, Lyngby, Denmark",1,,
"Bordbar, Aarash; Mo, Monica L.; Nakayasu, Ernesto S.; Schrimpe-Rutledge, Alexandra C.; Kim, Young-Mo; Metz, Thomas O.; Jones, Marcus B.; Frank, Bryan C.; Smith, Richard D.; Peterson, Scott N.; Hyduke, Daniel R.; Adkins, Joshua N.; Palsson, Bernhard O.",Model-driven multi-omic data analysis elucidates metabolic immunomodulators of macrophage activation,MOLECULAR SYSTEMS BIOLOGY,2012,22735334,,x,Built recon; determine metabolic modulators of activation; experimentally verified; determine metabolic underlying mechanisms and experimentally validate,x,,,,,,x,x,,,,,,x,"Transcriptomics, proteomics",,,,x,x,x,x,RAW 264.7,Palsson,"University of California San Diego, La Jolla, California",1,,
"Caspeta, Luis; Shoaie, Saeed; Agren, Rasmus; Nookaew, Intawat; Nielsen, Jens",Genome-scale metabolic reconstructions of Pichia stipitis and Pichia pastoris and in silico evaluation of their potentials,BMC SYSTEMS BIOLOGY,2012,22472172,3.05E+11,,Built 2 recons; determine metabolic capabilities and flux states; gene essentiality; characterize yields of products,x,x,,,,,,,,,,,,,,x,,,,,x,,"Pichia stipitis, Pichia pastoris",Nielsen,"Chalmers University, Gothenburg, Sweden",1,,
"De Martino, Daniele; Figliuzzi, Matteo; De Martino, Andrea; Marinari, Enzo",A Scalable Algorithm to Explore the Gibbs Energy Landscape of Genome-Scale Metabolic Networks,PLOS COMPUTATIONAL BIOLOGY,2012,,3.06E+11,,Use metabolic networks to predict Gibbs energy landscape and concentrations in rbc and iAF1260,,,,,x,,,x,,,,,,,,,,,,x,,,"human (rbc), Escherichia coli",Marinari,"Sapienza University of Rome, Rome, Italy",1,,
"Hanly, Timothy J.; Urello, Morgan; Henson, Michael A.",Dynamic flux balance modeling of S. cerevisiae and E. coli co-cultures for efficient consumption of glucose/xylose mixtures,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,2012,22005741,3.01E+11,,dFBA of co-culture Ecoli and yeast; only required parameter for proper predictions was ethanol prodcution by yeast,x,,,,,x,,,,,,,,x,Uptakes,x,,,,x,x,x,"Escherichia coli, Saccharomyces Cerevisiae",Henson,"University of Massachusetts, Amherst, Massachusetts",1,,
"Lobel, Lior; Sigal, Nadejda; Borovok, Ilya; Ruppin, Eytan; Herskovits, Anat",Integrative Genomic Analysis Identifies Isoleucine and,PLOS GENETICS,2012,22969433,,x,Integrate transcriptomics with recon to define metabolic requirements during infection; identify 12 pathways differentially active; confirm importance of metabolic pathway by KO; learn additional functions of CodY,x,,x,,,,,,,,x,,,x,Transcriptomics,,x,,,,x,x,Listeria monocytogenes,Herskovits,"Tel Aviv University, Tel Aviv, Israel",1,,
"Sigurdsson, Gunnar; Fleming, Ronan M. T.; Heinken, Almut; Thiele, Ines",A Systems Biology Approach to Drug Targets in Pseudomonas aeruginosa Biofilm,PLOS ONE,2012,22523548,,,Determine single and double gene deletions for P aeruginosa; suggest for drug targets,,x,,,,,,,,,,,,,,,x,,,,x,,Pseudomonas aeruginosa,Thiele,"University of Iceland, Reykjavik, Iceland",1,,
"Vardi, Liram; Ruppin, Eytan; Sharan, Roded",A Linearized Constraint-Based Approach for Modeling Signaling Networks,JOURNAL OF COMPUTATIONAL BIOLOGY,2012,22300322,3.00E+11,,EGFR signaling network; 75% prediction accuracy,x,,,,,,,,,,,,,,,,,,,x,x,,human,Sharan,"Blavatnik School of Computer Science, Israel",1,,
"Zou, Wei; Liu, Liming; Zhang, Jing; Yang, Haoru; Zhou, Maoda; Hua, Qiang; Chen, Jian",Reconstruction and analysis of a genome-scale metabolic model of the vitamin C producing industrial strain Ketogulonicigenium vulgare WSH-001,JOURNAL OF BIOTECHNOLOGY,2012,22728423,3.07E+11,,Built recon; determined metabolic capabilities; gene essentiality; identified sulfur metabolism defect as reason for poor growth in monoculture,x,x,,,,,,,,,,,,,,x,,,,,x,,Ketogulonicigenium vulgare WSH-001,Chen,"Jiangnan University, Jiangsu, China",1,,
"Bujara, Matthias; Panke, Sven",In silico assessment of cell-free systems,BIOTECHNOLOGY AND BIOENGINEERING,2012,22528509,3.08E+11,,Build cell free system by decompartmentalizaiton and integrating transcriptomics; determine novel production pathway for DHAP,x,,,,,,,,,,,x,x,x,Transcriptomic,x,,,,,,,cell free system,Panke,"ETH Zurich, Basel, Switzerland",1,,
"Liu, Ting; Zou, Wei; Liu, Liming; Chen, Jian",A constraint-based model of Scheffersomyces stipitis for improved ethanol production,BIOTECHNOLOGY FOR BIOFUELS,2012,22998943,3.11E+11,,Built recon; gene essentiality; metabolic capabilities; optimization strategies for overproduction of ethanol,x,x,x,,,,,,,,,x,,,,x,,,,,,,Scheffersomyces stipitis,Chen,"Jiangnan University, Jiangsu, China",1,,
"Kim, Jin Il; Song, Hyun-Seob; Sunkara, Sunil R.; Lali, Arvind; Ramkrishna, Doraiswami",Exacting predictions by cybernetic model confirmed experimentally: Steady state multiplicity in the chemostat,BIOTECHNOLOGY PROGRESS,2012,22736577,3.10E+11,,Cybernetic model with EFM; model predicts hysteris,x,,,,,,,,,,,,x,,,,,,,x,,,Escherichia coli,Ramkrishna,"Purdue University, West Lafayette, Indiana",1,,
"Kamarainen, Jari; Knoop, Henning; Stanford, Natalie J.; Guerrero, Fernando; Akhtar, M. Kalim; Aro, Eva-Mari; Steuer, Ralf; Jones, Patrik R.",Physiological tolerance and stoichiometric potential of cyanobacteria for hydrocarbon fuel production,JOURNAL OF BIOTECHNOLOGY,2012,22954891,3.11E+11,,Yield analysis for cyanobacteria for multiple end products; alkanes were predicted to have the highest yield,x,,,,,,,,,,,,,,,x,,,,,,,Synechocystis sp PCC 6803,Jones,"University of Turku, Turku, Finland",1,,
"Jang, Yu-Sin; Lee, Jin Young; Lee, Joungmin; Park, Jin Hwan; Im, Jung Ae; Eom, Moon-Ho; Lee, Julia; Lee, Sang-Hyun; Song, Hyohak; Cho, Jung-Hee; Seung, Do Young; Lee, Sang Yup",Enhanced Butanol Production Obtained by Reinforcing the Direct Butanol-Forming Route in Clostridium acetobutylicum,MBIO,2012,,3.11E+11,,Characterize butanol production with model and develop genetic manipulation strategies; build strain ,x,,,,,,,,,,,x,,,,x,,,,,x,x,Clostridium acetobutylicum,Lee,"KAIST, Daejeon, Korea",1,,
"Li, Shanshan; Huang, Di; Li, Yong; Wen, Jianping; Jia, Xiaoqiang",Rational improvement of the engineered isobutanol-producing Bacillus subtilis by elementary mode analysis,MICROBIAL CELL FACTORIES,2012,22862776,3.10E+11,,Use EFMs for genetic strategies; experimentally validated for isobutanol production in Bsubtilis,,,x,,,,,,,,,x,x,,,x,,,,,x,x,Bacillus subtilis,Jia,"Tianjin University, Tianjin, China",1,,
"Ng, Chiam Yu; Jung, Moo-Young; Lee, Jinwon; Oh, Min-Kyu","Production of 2,3-butanediol in Saccharomyces cerevisiae by in silico aided metabolic engineering",MICROBIAL CELL FACTORIES,2012,22640729,3.09E+11,,"Design genetic strategies for increasing production of 2,3-butanediol",x,,x,,,,,,,,,x,,,,x,,,,,x,x,Saccharomyces cerevisiae,Oh,"Korea University, Seoul, Korea",1,,
"Plata, German; Fuhrer, Tobias; Hsiao, Tzu-Lin; Sauer, Uwe; Vitkup, Dennis",Global probabilistic annotation of metabolic networks enables enzyme discovery,NATURE CHEMICAL BIOLOGY,2012,22960854,3.09E+11,x,Integrate sequence homology and network context predicts gene functional annotation; experimentally validate 2 in Bsubilit and Saureus,,,,,,,,,,,x,,,,,,,,,x,x,x,"Bacillus subtilis, Staphylococcus aureus",Vitkup,"Columbia University, New York, New York",1,,
"Beurton-Aimar, Marie; Beauvoit, Bertrand; Monier, Antoine; Vallee, Francois; Dieuaide-Noubhani, Martine; Colombie, Sophie",Comparison between elementary flux modes analysis and 13C-metabolic fluxes measured in bacterial and plant cells,BMC SYSTEMS BIOLOGY,2011,21682932,,,Properties of EFMs match C13 MFA derived fluxes,x,,,,,,,,,,,,x,,,,,,,x,x,,"Corynebacterium glutamicum, Brassica napus",Colombi_,"Universit_ de Bordeaux, Bordeaux, France",1,,
"Charusanti, Pep; Chauhan, Sadhana; McAteer, Kathleen; Lerman, Joshua A.; Hyduke, Daniel R.; Motin, Vladimir L.; Ansong, Charles; Adkins, Joshua N.; Palsson, Bernhard O.",An experimentally-supported genome-scale metabolic network reconstruction for Yersinia pestis CO92,BMC SYSTEMS BIOLOGY,2011,21995956,,,Built recon; determine metabolic capabilities; identify potential gaps and suggest how to fix them,x,x,,,,,,,,,x,,,,,,x,,,,x,x,Yersinia pestis,Palsson,"University of California San Diego, La Jolla, California",1,,
"Aggarwal, Shilpi; Karimi, I. A.; Lee, Dong Yup",Reconstruction of a genome-scale metabolic network of Rhodococcus erythropolis for desulfurization studies,MOLECULAR BIOSYSTEMS,2011,21912787,2.96E+11,,Built recon; determine metabolic capabilities; gene essentiality; minimal media; determine in silico mutant for improved biodesulfurization,x,x,x,,,,,,,,,x,,,,x,,x,,,x,x,Rhodococcus erythropolis,Lee,"National University of Singapore, Singapore",1,,
"Haedicke, Oliver; Grammel, Hartmut; Klamt, Steffen",Metabolic network modeling of redox balancing and biohydrogen production in purple nonsulfur bacteria,BMC SYSTEMS BIOLOGY,2011,21943387,2.96E+11,,Built 3 recons for purple nonsulfutr bacteria; compare metaboilc capabilities,x,,,,,,,,,,,,,,,x,,x,,,x,,Purple nonsulfur bacteria,Klamt,"Max Planck Institute for Dynamics of Complex Technical Systems, Magdeburg, Germany",1,,
"Ip, Kuhn; Colijn, Caroline; Lun, Desmond S.",Analysis of complex metabolic behavior through pathway decomposition,BMC SYSTEMS BIOLOGY,2011,21639889,2.93E+11,,Split flux state into EFMs ; used to interpret flux distributions for E.coli metabolic engineering and MTB survival during infection,x,,x,,,,,,,,,,x,,,x,x,,,x,x,,"Escherichia coli, Mycobacterium tuberculosis",Lun,"University of South Australia, Mawson Lakes, Australia",1,,
"Li, Zhenping; Wang, Rui-Sheng; Zhang, Xiang-Sun",Two-stage flux balance analysis of metabolic networks for drug target identification,BMC SYSTEMS BIOLOGY,2011,21689470,,,Use bi-level optimization to predict drug targets with low side effects; applied to hyperuricemia; known targets are identified,x,,x,,,,,,,,,,,,,,,,x,,,,human,Zhang,"Chinese Academy of Sciences, Beijing, China",1,,
"Meng, Hailin; Lu, Zhiguo; Wang, Yong; Wang, Xiaoning; Zhang, Siliang",In silico improvement of heterologous biosynthesis of erythromycin precursor 6-deoxyerythronolide B in Escherichia coli,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,2011,,2.92E+11,,Look at 6dEB theoreticl yield production in different organisms and media; glucose seems to be most feasible substrate; Ecoli is best; determine genetic strategies for strain improvement,x,,x,,,,,,,,,x,,,,x,,,,,,,Escherichia coli,Zhang,"East China University of Science and Technology, Shanghai, China",1,,
"Metris, Aline; Reuter, Mark; Gaskin, Duncan J. H.; Baranyi, Jozsef; van Vliet, Arnoud H. M.",In vivo and in silico determination of essential genes of Campylobacter jejuni,BMC GENOMICS,2011,22044676,2.98E+11,,Built recon; complete gene essentiality analysis and compare to generate transposon hybridization techniques; determine importance of shikimate pathway,,x,,,,,,,,,,,,,,,x,,,,x,x,Campylobacter jejuni,van Vilet,"Institute of Food Research, Norwich Research Park, Norwich, UK",1,,
"Ozbayraktar, Fatma Betul Kavun; Ulgen, Kutlu O.",Stoichiometric network reconstruction and analysis of yeast sphingolipid metabolism incorporating different states of hydroxylation,BIOSYSTEMS,2011,,2.89E+11,,Reconstructed sphingolipid metabolism in yeast; determine triple KO analysis; determine metabolic capabilities; propose novel drug target candidates for cancer,x,x,,,,,,,,,,,,,,,,,x,x,,,Saccharomyces cerevisiae,Ulgen,"Bogazici University, Bebek-Istanbul, Turkey",1,,
